city,crime,value
576,Funchal,Crimes contra o património,1446
577,Barcelos,Roubo por esticão e na via pública,15
578,Ave,Roubo por esticão e na via pública,81
579,Tâmega e Sousa,Roubo por esticão e na via pública,41
580,Arruda dos Vinhos,Crimes contra o Estado,0
581,Nazaré,Crimes contra o Estado,0
582,Murtosa,Crimes contra o Estado,8
583,Coimbra,Crimes contra o Estado,114
584,Pampilhosa da Serra,Crimes contra o Estado,0
585,Penela,Crimes contra o Estado,0
586,Batalha,Crimes contra o Estado,11
587,Castanheira de Pêra,Crimes contra o Estado,0
588,Marinha Grande,Crimes contra o Estado,23
589,Constância,Crimes contra o Estado,0
590,Mêda,Crimes contra o Estado,0
591,Sabugal,Crimes contra o Estado,3
592,Braga,Crimes de homicídio voluntário consumado,0
593,Maia,Crimes de homicídio voluntário consumado,0
594,Amarante,Crimes de homicídio voluntário consumado,0
595,Alfândega da Fé,Crimes de homicídio voluntário consumado,0
596,Bragança,Crimes de homicídio voluntário consumado,0
597,Mirandela,Crimes de homicídio voluntário consumado,0
598,Vinhais,Crimes de homicídio voluntário consumado,0
599,Águeda,Crimes de homicídio voluntário consumado,0
600,Albergaria-a-Velha,Crimes de homicídio voluntário consumado,0
601,Sever do Vouga,Crimes de homicídio voluntário consumado,0
602,Cantanhede,Crimes de homicídio voluntário consumado,0
603,Armamar,Roubo por esticão e na via pública,0
604,Alfândega da Fé,Roubo por esticão e na via pública,0
605,Mogadouro,Roubo por esticão e na via pública,0
606,Arruda dos Vinhos,Roubo por esticão e na via pública,0
607,Lourinhã,Roubo por esticão e na via pública,3
608,Águeda,Roubo por esticão e na via pública,4
609,Arganil,Roubo por esticão e na via pública,0
610,Góis,Roubo por esticão e na via pública,0
611,Miranda do Corvo,Roubo por esticão e na via pública,0
612,Odivelas,Crimes previstos em legislação avulsa,247
613,Castro Verde,Crimes previstos em legislação avulsa,10
614,Cuba,Crimes previstos em legislação avulsa,7
615,Lezíria do Tejo,Crimes previstos em legislação avulsa,737
616,Chamusca,Crimes previstos em legislação avulsa,20
617,Alto Alentejo,Crimes previstos em legislação avulsa,284
618,Amarante,Ofensa à integridade física voluntária simples,101
619,Castelo de Paiva,Ofensa à integridade física voluntária simples,39
620,Moimenta da Beira,Ofensa à integridade física voluntária simples,31
621,Vila Real,Ofensa à integridade física voluntária simples,90
622,Terras de Trás-os-Montes,Ofensa à integridade física voluntária simples,218
623,Vimioso,Ofensa à integridade física voluntária simples,5
625,Oeste,Ofensa à integridade física voluntária simples,683
627,Águeda,Ofensa à integridade física voluntária simples,86
628,Murtosa,Ofensa à integridade física voluntária simples,41
629,Ovar,Ofensa à integridade física voluntária simples,136
630,Tomar,Violência doméstica contra cônjuge ou análogos,76
631,Torres Novas,Violência doméstica contra cônjuge ou análogos,40
632,Mêda,Violência doméstica contra cônjuge ou análogos,8
633,Seia,Violência doméstica contra cônjuge ou análogos,79
634,Almada,Violência doméstica contra cônjuge ou análogos,486
635,Loures,Violência doméstica contra cônjuge ou análogos,536
636,Moita,Violência doméstica contra cônjuge ou análogos,230
637,Odivelas,Violência doméstica contra cônjuge ou análogos,366
638,Palmela,Violência doméstica contra cônjuge ou análogos,176
639,Setúbal,Violência doméstica contra cônjuge ou análogos,335
640,Odemira,Violência doméstica contra cônjuge ou análogos,62
641,Santiago do Cacém,Violência doméstica contra cônjuge ou análogos,72
642,Baixo Alentejo,Violência doméstica contra cônjuge ou análogos,313
643,Aljustrel,Violência doméstica contra cônjuge ou análogos,23
644,Moura,Violência doméstica contra cônjuge ou análogos,35
645,Lezíria do Tejo,Violência doméstica contra cônjuge ou análogos,574
646,Benavente,Violência doméstica contra cônjuge ou análogos,73
647,Golegã,Violência doméstica contra cônjuge ou análogos,10
648,Ponte de Sor,Violência doméstica contra cônjuge ou análogos,59
649,Évora,Violência doméstica contra cônjuge ou análogos,126
650,Vila do Bispo,Crimes contra a vida em sociedade,23
652,Porto Santo,Crimes contra a vida em sociedade,58
654,Arcos de Valdevez,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",88
655,Paredes de Coura,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",29
656,Valença,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",56
657,Vila Nova de Cerveira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",64
658,Braga,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",267
659,Cabeceiras de Basto,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14
660,Vila Nova de Famalicão,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",236
661,Maia,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",143
662,Póvoa de Varzim,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",10
663,Trofa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",49
664,Ribeira de Pena,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",5
665,Baião,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21
666,Paços de Ferreira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",141
667,Penafiel,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",181
668,Douro,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",309
669,Alijó,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14
670,Mira,Ofensa à integridade física voluntária simples,30
671,Pombal,Ofensa à integridade física voluntária simples,56
672,Aguiar da Beira,Ofensa à integridade física voluntária simples,11
673,Mira,Crimes contra a identidade cultural e integridade pessoal,0
674,Penela,Crimes contra a identidade cultural e integridade pessoal,0
675,Soure,Crimes contra a identidade cultural e integridade pessoal,0
676,Vila Nova de Poiares,Crimes contra a identidade cultural e integridade pessoal,0
677,Ansião,Crimes contra a identidade cultural e integridade pessoal,0
678,Porto,Crimes contra a identidade cultural e integridade pessoal,19
679,Valongo,Crimes contra a identidade cultural e integridade pessoal,0
680,Vila Pouca de Aguiar,Crimes contra a identidade cultural e integridade pessoal,0
681,Sabrosa,Crimes contra a identidade cultural e integridade pessoal,0
682,Macedo de Cavaleiros,Crimes contra a identidade cultural e integridade pessoal,0
683,Vimioso,Crimes contra a identidade cultural e integridade pessoal,0
684,Oeste,Crimes contra a identidade cultural e integridade pessoal,10
685,Lourinhã,Crimes contra a identidade cultural e integridade pessoal,0
686,Crato,Crimes previstos em legislação avulsa,0
701,Algarve,Violência doméstica contra cônjuge ou análogos,1413
702,Lagos,Violência doméstica contra cônjuge ou análogos,83
703,Silves,Violência doméstica contra cônjuge ou análogos,119
704,Vila Real de Santo António,Violência doméstica contra cônjuge ou análogos,32
706,Madalena,Violência doméstica contra cônjuge ou análogos,12
707,Ponta Delgada,Violência doméstica contra cônjuge ou análogos,272
708,Velas,Violência doméstica contra cônjuge ou análogos,17
709,Vila Franca do Campo,Violência doméstica contra cônjuge ou análogos,17
710,Funchal,Violência doméstica contra cônjuge ou análogos,439
711,Machico,Violência doméstica contra cônjuge ou análogos,31
712,São Vicente,Violência doméstica contra cônjuge ou análogos,5
713,Arcos de Valdevez,Crimes contra o património,190
714,Vila Nova de Cerveira,Crimes contra o património,141
715,Mondim de Basto,Crimes contra o património,68
716,Vila Franca do Campo,Crimes previstos em legislação avulsa,19
719,Melgaço,Condução sem habilitação legal,10
720,Valença,Condução sem habilitação legal,25
721,Terras de Bouro,Condução sem habilitação legal,4
722,Santa Comba Dão,Ofensa à integridade física voluntária simples,16
723,Viseu,Ofensa à integridade física voluntária simples,160
724,Ourém,Ofensa à integridade física voluntária simples,64
725,Sardoal,Ofensa à integridade física voluntária simples,8
726,Celorico da Beira,Ofensa à integridade física voluntária simples,10
727,Mêda,Ofensa à integridade física voluntária simples,0
728,Sabugal,Ofensa à integridade física voluntária simples,11
729,Mafra,Ofensa à integridade física voluntária simples,150
730,Alentejo Litoral,Ofensa à integridade física voluntária simples,255
731,Sines,Ofensa à integridade física voluntária simples,41
732,Alvito,Ofensa à integridade física voluntária simples,9
733,Castro Verde,Ofensa à integridade física voluntária simples,23
734,Serpa,Ofensa à integridade física voluntária simples,33
735,Vidigueira,Ofensa à integridade física voluntária simples,27
736,Avis,Ofensa à integridade física voluntária simples,13
737,Marvão,Ofensa à integridade física voluntária simples,0
738,Alentejo Central,Ofensa à integridade física voluntária simples,351
739,Carregal do Sal,Crimes contra a identidade cultural e integridade pessoal,0
740,Mangualde,Crimes contra a identidade cultural e integridade pessoal,0
741,Vila Nova de Paiva,Crimes contra a identidade cultural e integridade pessoal,0
742,Oleiros,Crimes contra a identidade cultural e integridade pessoal,0
743,Médio Tejo,Crimes contra a identidade cultural e integridade pessoal,0
744,Almeida,Crimes contra a identidade cultural e integridade pessoal,0
745,Fornos de Algodres,Crimes contra a identidade cultural e integridade pessoal,0
746,Vila Nova de Famalicão,Crimes contra o património,1195
747,Arouca,Crimes contra o património,132
748,Porto,Crimes contra o património,8627
749,São João da Madeira,Crimes contra o património,272
750,Torre de Moncorvo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24
751,Macedo de Cavaleiros,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",44
752,Alcobaça,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",84
753,Alenquer,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",95
754,Nazaré,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",40
755,Sobral de Monte Agraço,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",45
756,Águeda,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",185
757,Mira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",17
758,Ansião,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",12
759,Penalva do Castelo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",8
760,Castelo Branco,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",235
761,Proença-a-Nova,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",34
762,Ourém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",83
765,Viana do Castelo,Crimes contra as pessoas,627
766,Santiago do Cacém,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",104
767,Portimão,Ofensa à integridade física voluntária simples,173
768,Silves,Ofensa à integridade física voluntária simples,127
769,Vila do Bispo,Ofensa à integridade física voluntária simples,44
770,Corvo,Ofensa à integridade física voluntária simples,0
771,Vila do Porto,Ofensa à integridade física voluntária simples,18
773,Porto Santo,Ofensa à integridade física voluntária simples,19
774,Monção,Violência doméstica contra cônjuge ou análogos,26
775,Maia,Violência doméstica contra cônjuge ou análogos,217
776,Porto,Violência doméstica contra cônjuge ou análogos,593
777,Trofa,Violência doméstica contra cônjuge ou análogos,88
778,Alto Tâmega,Violência doméstica contra cônjuge ou análogos,174
779,Chaves,Violência doméstica contra cônjuge ou análogos,92
780,Évora,Crimes contra a identidade cultural e integridade pessoal,0
781,Portel,Crimes contra a identidade cultural e integridade pessoal,0
782,Reguengos de Monsaraz,Crimes contra a identidade cultural e integridade pessoal,0
783,Ponta Delgada,Crimes contra a identidade cultural e integridade pessoal,0
784,Velas,Crimes contra a identidade cultural e integridade pessoal,0
785,Vila do Porto,Crimes contra a identidade cultural e integridade pessoal,0
786,Calheta,Crimes contra a identidade cultural e integridade pessoal,0
787,Arcos de Valdevez,Crimes contra a vida em sociedade,243
788,Póvoa de Lanhoso,Crimes contra a vida em sociedade,175
789,Vieira do Minho,Crimes contra a vida em sociedade,85
790,Vila Nova de Famalicão,Crimes contra a vida em sociedade,397
791,Arouca,Crimes contra a vida em sociedade,115
792,Ferreira do Alentejo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",21
793,Vidigueira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",14
794,Almeirim,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",24
795,Cartaxo,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",61
796,Chamusca,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",13
797,Salvaterra de Magos,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",91
798,Avis,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",43
799,Fronteira,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",0
800,Nisa,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",26
801,Vila Real de Santo António,"Condução de veículo com taxa de álcool igual ou superior a 1,2 g/l",42
802,Tábua,Crimes contra as pessoas,74
803,Porto de Mós,Crimes contra as pessoas,137
804,Viseu Dão Lafões,Crimes contra as pessoas,1912
805,Nelas,Crimes contra as pessoas,113
806,Sátão,Crimes contra as pessoas,66
807,Castelo Branco,Crimes contra as pessoas,417
808,Penamacor,Crimes contra as pessoas,60
809,Constância,Crimes contra as pessoas,29
